"","treated1fb","treated2fb","treated3fb","untreated1fb","untreated2fb","untreated3fb","untreated4fb"
"FBgn0000108",7.00947051711111,7.47647209714283,7.60107134513715,7.44413369211036,7.45976112657481,7.49171302783183,7.49458688532061
"FBgn0000109",8.41005688896354,7.95873367702281,7.91273645642344,8.16583421344811,8.25867971530337,7.79628479660309,7.88971050189599
"FBgn0000115",9.51323622357293,9.48930970218987,9.40384349196631,9.49687576469532,9.44449444121472,9.52235741597154,9.6422188939224
"FBgn0000116",9.11786719546826,9.01154242485535,9.27391402437249,9.05445502886868,9.74968610864376,10.4368446687067,10.247452782902
"FBgn0000117",13.2598917633042,13.291599862778,13.4357048494223,13.4222864397399,13.3004284804567,13.6182450010792,13.6071304110132
"FBgn0000119",9.71851576290461,9.51855999088038,9.71813166680714,9.73175643516313,9.58427909490747,9.61818715236678,9.57462784677265
"FBgn0000139",9.80319831186573,9.79386004896374,9.6550226430683,9.83920509266039,9.4625853185305,9.42233360464015,9.479153093633
"FBgn0000140",10.2517437166301,10.1388447098774,10.0236066781055,9.86432449543255,10.2297564897138,10.2289309884158,9.97065953984364
"FBgn0000142",11.0058323014945,11.0919239033066,11.1704979424621,10.9190703360629,10.8794637210878,10.9874673688595,11.0284078475357
"FBgn0000146",10.6080605215865,10.5121404035155,10.5105032966965,10.5725982696832,11.1043728201216,10.9874673688595,10.9183329792856
"FBgn0000147",9.0922322709751,8.87874501520703,8.90026019341731,9.10166878399555,9.30657276446103,9.38542817449084,9.26332936664773
"FBgn0000150",13.0095009763218,12.7587720963992,13.0660766520907,13.2457835615556,13.0911376237929,13.451208194948,13.3643770992682
"FBgn0000152",9.43083706078007,9.15446807901325,9.36301128165116,9.33148302654483,9.30944002310238,9.45555982140152,9.5372106121886
"FBgn0000163",9.83542813677825,10.0054909405273,10.3816768912598,10.0543883404712,9.89873731396895,10.0731410305444,9.97065953984364
"FBgn0000171",12.5468867032397,12.5965210281013,13.1433708375863,12.7813917601807,12.5466057223629,12.9083856685845,12.8122026786508
"FBgn0000173",10.7456795460119,10.5813743643592,10.5303859684468,10.814026969077,10.9174716504371,10.7719175344822,10.7644584759839
"FBgn0000181",13.6812169482871,13.9483416879329,13.7120941632859,13.8493425758648,13.6047842348707,13.6665842876743,13.6625370343428
"FBgn0000183",11.5074441830461,11.434226650407,11.4547468407039,11.4337063752937,11.495448051796,11.4396495670749,11.4223040184826
"FBgn0000210",10.5521161441848,10.7434805842879,10.9936985448496,10.6512980922175,10.5691181090623,10.9846585100593,10.7614476335322
"FBgn0000212",11.6824599748307,11.7340070927918,11.783239716776,11.635572523619,11.6620863080108,11.8531295948556,11.9115656299294
"FBgn0000221",8.47115943616759,8.42768283954049,8.51155801106765,8.65864484164864,8.28043491934296,8.43325937041786,8.38510592838756
"FBgn0000228",9.76002865834044,10.0039105494655,9.97740799274975,9.8684682353191,9.70281994501259,9.90819910257276,9.85998751484543
"FBgn0000229",10.2108107411049,10.195258672241,10.0105591604747,9.94498878272059,10.3618404727717,9.82218693886645,9.74406430275375
"FBgn0000239",11.4506411975712,11.3038980914141,11.3960672915536,11.3581371331263,11.4102253368189,11.3874759116378,11.2761458961282
"FBgn0000242",8.23874456656716,8.23555278122478,8.21565684711058,8.09877285314999,8.31087774468771,8.30534213809013,8.19477839149009
"FBgn0000244",9.48689369120499,9.48132964318097,9.67175907548262,9.31626728801359,9.19921777316565,9.14767789761017,9.21942918616146
"FBgn0000246",8.34591586531762,8.54829278080798,8.14887138689211,7.92603533172858,8.77198525228435,8.09666788014851,8.12203811413031
"FBgn0000247",11.4613802069922,11.437724186372,11.7175491941039,11.4734364328315,11.2207233042649,11.4853736093281,11.421034183421
"FBgn0000250",11.1544897894621,11.3785964479718,11.2818544828098,11.2752834749386,11.0768656095526,11.2097636069863,11.2712204201627
"FBgn0000253",13.4456362551006,13.5351489468737,13.124933694091,13.1157839145927,13.6497252254069,13.2398982442698,13.2919574368805
"FBgn0000256",11.0855570531654,11.4827179541084,11.5157294540689,11.3188114121162,10.8785124226878,10.976198867087,10.9843515051348
"FBgn0000257",9.66797496207295,9.68434563489586,9.92734650784231,9.91927118124697,9.67437938930328,9.96850627212435,9.91549229589618
"FBgn0000258",10.5852881565425,10.4417235502904,9.96618393628486,9.86432449543255,10.8827883164503,9.95895045115238,9.85242041991706
"FBgn0000259",11.0762667149817,11.4628304652998,10.9180335073316,10.9309385347997,11.3702164785053,10.8644991668038,10.9521610624382
"FBgn0000261",10.9375553857892,10.9855560135992,11.2619061090499,11.084910151055,10.7790348424685,10.9243684820989,11.0679113251919
"FBgn0000273",10.8846314531916,11.4115797314229,11.3658058743919,11.0436152343075,11.158250010498,11.037110807093,11.0491178827356
"FBgn0000276",8.04540243423101,7.5263421456186,7.32999471201166,7.29204962510457,7.87521424373837,7.49171302783183,7.59735596949677
"FBgn0000279",7.74192349471025,7.81223216460655,7.68137350774876,7.74386387381487,8.18441575166525,7.93460156708111,7.8036457691571
"FBgn0000283",11.8260962130373,12.1193444131967,11.8593952533393,11.7531943451424,11.8206152225604,11.8199332168805,11.7266595647953
"FBgn0000286",9.37437098670703,9.55048436670021,9.57715517291766,9.37322725718962,8.99588994230831,9.05965151984511,9.1555435572019
"FBgn0000289",11.929582374494,11.8269293378688,11.9550543730894,11.839577254862,11.605785557769,11.831951367073,11.7251173983625
"FBgn0000299",15.1579814400655,15.2984780439553,15.5379676766782,15.3136157000345,15.776765484645,16.175352249207,15.9430327886988
"FBgn0000307",10.7257473706765,11.0631365029545,10.9110591943043,10.602618730709,11.0801778350922,10.6207941061948,10.6311313618411
"FBgn0000308",13.9663538236875,14.3591375452532,13.8188679681226,13.9180458311201,14.2532405777789,13.9343860505704,14.0249752542431
"FBgn0000313",7.49690157681834,7.56344833684734,7.5139007816744,7.49854346409089,7.51581083540087,7.53039331210478,7.55298696180982
"FBgn0000317",10.8262226662596,10.6524548333483,10.6554014092947,10.5119235539307,10.7381764000551,10.6256152017164,10.4458485667709
"FBgn0000318",9.91752729540752,9.99439122025216,9.78368283845317,10.09731139953,10.014635270386,10.1623335591811,10.347405097534
"FBgn0000319",13.9401425143549,13.5503618539496,13.8436091290517,13.7689755201426,13.7503523364912,13.9119265962624,13.7781653760722
"FBgn0000326",8.57165107538295,8.7452768734006,8.70331528180397,8.56119243616019,8.80543595007477,8.7781085622888,8.7023044857755
"FBgn0000330",8.73711716563917,8.39251715663447,8.61090144631741,8.55585897455114,8.40647066717084,8.48998441862825,8.52130546966613
"FBgn0000338",10.4350436817925,10.9827634233508,11.1792276826087,10.8341846153644,11.0601891232223,11.0630805211468,11.0719645713271
"FBgn0000339",9.6834817861572,9.44543468186176,9.33158643264093,9.45593394023909,9.7486379998109,9.31765329282299,9.38730839219075
"FBgn0000346",7.78870771072675,7.69050919481164,7.65528709876584,7.55005338204948,7.91338613612146,7.96883813372591,8.09447877129115
"FBgn0000352",9.88311215462659,9.92674769477387,10.0767217192634,9.86432449543255,10.0015312666217,10.0023859893609,9.93531339019174
"FBgn0000370",13.6576942491525,13.5074240611532,13.3769096355997,13.4790391501456,13.5674124016486,13.3435022329127,13.3529450092128
"FBgn0000376",10.2350922064824,10.346051910174,10.5469971192607,10.5445165453895,10.3501990276396,10.6612663275878,10.5011012875441
"FBgn0000377",9.90438905243789,9.94746253422526,10.1035793020594,10.0379532741012,9.9695810716128,10.0872309503231,10.1827441557434
"FBgn0000382",9.56448795051633,9.92507741028694,10.0192707614238,9.80500632914617,9.77872299991209,9.72611642083413,9.70672543177851
"FBgn0000384",9.82709061789569,9.33823389405588,9.54415757081823,9.42229955676928,9.66551221516437,9.51712872618883,9.51812283565513
"FBgn0000392",10.0245625960834,10.152446132963,10.1035793020594,10.0379532741012,10.4035131866833,10.6123180224321,10.4743548255161
"FBgn0000394",9.67108995090144,9.52743919839925,9.70735630395847,9.72719304648307,9.41026611226257,9.49601763365718,9.62673443640711
"FBgn0000395",9.00984535221013,9.63292892300754,9.73414258950054,9.35251074717349,9.26136034482036,9.13051507968656,9.11446828037795
"FBgn0000404",11.4302871584705,11.2755077096357,11.3139125880319,11.2199623752079,11.4606286762591,11.3377472630514,11.3373435546907
"FBgn0000405",11.23390967558,10.9974632176651,11.0295523159174,10.8808280108753,11.5594017713886,11.5986134454381,11.4703604061504
"FBgn0000406",8.44096812818679,9.14286330610407,9.1346975102182,9.43078396893758,7.77138078375104,7.74610807003017,7.98512616503405
"FBgn0000409",12.0659475495317,12.209353469835,12.0071508577311,12.2345143180962,11.8929634977359,12.0973475478262,12.1230347634846
"FBgn0000412",11.2344316658349,11.5502383831202,11.4980142402315,11.4281393409519,11.7295031009851,11.6754522314195,11.5739610918913
"FBgn0000413",11.2448319174691,11.3556667481709,11.8078250456172,11.4915641600351,11.3318445827097,11.5726851511405,11.5509292402945
"FBgn0000414",11.4935610450006,11.310909068408,11.4330212107814,11.2714017009703,11.1277676342829,11.1757020693775,11.1803032945756
"FBgn0000416",15.3907066860881,15.3354790283256,15.4139650306621,15.4174486262853,15.0094037802997,15.037566760638,15.0391719849109
"FBgn0000426",9.6074478700668,9.8757659267784,9.46294659801029,9.66649091722052,9.90532537808603,9.66848251758121,9.91185860966295
"FBgn0000447",9.29941581933952,9.44777835431674,9.33863097375743,9.48336046920381,9.91375116237887,9.74630367485254,9.81980292957999
"FBgn0000454",11.5009531188,11.2637301483737,11.574969817092,11.5764172014445,11.2270854641386,11.5745527268444,11.6183950281607
"FBgn0000455",9.38584756053541,9.20412782349059,9.63808578837176,9.64243268266671,9.22379968706073,9.43349657648201,9.39519587804069
"FBgn0000464",10.6407670599804,10.809392900872,10.9444592938983,10.6392821548377,10.7079572938805,10.7411631349025,10.6518826992783
"FBgn0000472",10.9343442904712,11.8967578252048,11.6542938260312,11.3552063357835,11.5667944906721,11.2272887876441,11.3265317671928
"FBgn0000479",9.98894122157728,10.1474501392001,10.1239004805359,10.1165611449199,9.75908438625205,10.0023859893609,9.96716414541131
"FBgn0000482",10.1817699401063,10.1330788142338,10.2984258393031,10.2269100862703,9.96148028287081,10.2757676697262,10.2801472176971
"FBgn0000489",7.91834355073075,7.79564853903806,8.01287030682341,7.93486063728427,7.9175503158037,8.02645444986821,8.00029891431299
"FBgn0000490",7.8460940939618,8.26966288378168,8.31710060225651,8.18025239585809,8.71579202099921,8.73266493091193,8.65819319901209
"FBgn0000499",9.94985184528226,10.1149088477411,10.3019930379418,10.0990721430412,10.0111526326229,10.1755741916891,10.2488899283556
"FBgn0000520",9.39344673434244,9.31268170199095,9.64375397788751,9.68544720891293,9.2449582999466,9.74852905862382,9.77644836105834
"FBgn0000524",9.87370246401206,9.87056577533287,9.97740799274975,9.88287694441225,10.0709036386348,10.3418016832719,10.1554041979645
"FBgn0000527",8.19781208044266,8.08889143018479,8.302014975252,8.28337349295056,7.8131660435627,8.09666788014851,7.81255460825106
"FBgn0000535",8.08659654364065,8.50231304645704,8.77396958462218,8.45595095436715,8.03227717235577,8.10422326503043,8.0446874709895
"FBgn0000536",10.2001235684203,10.0289889115443,9.81911021079846,9.86432449543255,10.2162293263376,9.95511009623925,9.90639062026443
"FBgn0000541",12.3803917093776,12.6542439661733,12.3465367782781,11.966889648721,12.6292441102468,12.1089875397966,11.9070393451068
"FBgn0000542",7.9299554434446,8.29465234528804,8.37571764572199,8.24313892621285,8.15750791875867,8.27945228737163,8.30533460616668
"FBgn0000543",9.63803532981741,9.6523032919318,9.75259622700127,9.82434436162928,9.57956055364878,9.91216795686231,10.0749716414427
"FBgn0000546",9.98894122157728,10.2307685619745,10.3319605304335,9.97984783918706,10.0932977118957,10.0766765756766,9.93352283619763
"FBgn0000547",8.39827175146912,8.78558417485892,9.05947058519533,8.72143651318288,9.10461272188405,9.09199060047689,9.23127188327728
"FBgn0000556",17.6258981508785,17.6216972965468,17.6375927375971,17.7635927702983,17.262881344878,17.5549318015484,17.5963298881365
"FBgn0000559",16.7082616671534,16.5531603484501,16.733161540365,16.8283087019882,16.571839961857,16.7925996396012,16.8233284468465
"FBgn0000562",10.6415555435625,10.7603608752526,10.8320218116203,10.5901864458837,10.5253740041637,10.6799243288318,10.5796126189836
"FBgn0000565",8.97186831820991,9.30880826548824,9.29943920964304,9.4587007945392,9.60647927406718,9.93575139104491,10.052075413677
"FBgn0000566",9.95877272670941,9.82647490853802,9.66341560943606,9.89511211382301,9.90626404438756,10.1320856405218,9.86375600751601
"FBgn0000567",8.82282953673905,8.91532331301741,9.1387591895759,8.90635361595537,8.24607711265073,8.19842245405131,8.02269989942665
"FBgn0000568",11.214990836702,12.124956948119,12.3767591625292,11.9358550673443,11.7431381246098,11.8350701249647,11.7526270028292
"FBgn0000575",10.3273135452674,10.6464117754588,10.6720107804403,10.3112609936704,11.1136956352412,10.569169949881,10.6134208008724
"FBgn0000578",12.4428741103224,12.6325500137557,12.7817488551936,12.4437073177374,12.2712407754627,12.2918250552759,12.2553186206261
"FBgn0000579",12.7908243416889,12.778316110917,13.0367889264553,13.0005693340746,13.1129018368748,13.5074898804037,13.4684584208625
"FBgn0000581",11.731330662619,11.9376630374701,12.0736343992864,11.7492942618977,11.7101412953549,11.8329917030542,11.663648122645
"FBgn0000588",8.98718546601978,8.86276275660031,9.00246931472456,9.05814476996389,8.71579202099921,9.04503156645625,8.81063747226333
"FBgn0000611",10.7375923911786,10.7458369651028,10.5469971192607,10.6198449456413,10.5960131776471,10.4626881362002,10.3831582839222
"FBgn0000615",9.40288814953149,8.96095697611893,8.87100449753878,8.96673944134098,9.16150975083704,9.06328240818665,8.87704736888212
"FBgn0000617",9.91490933451375,9.58807534147184,9.99959424313787,10.0688399820956,9.79302156661231,10.0642636452048,10.0204020847592
"FBgn0000618",8.07131324534394,8.15521397528666,7.9022328201322,8.24993475114091,8.2742573797925,8.19142641722217,8.37957003115907
"FBgn0000629",10.4018907765474,10.1959499402472,10.479365881428,10.3663139621241,10.086698990961,10.3061613312211,10.3487453319312
"FBgn0000634",9.00484203116661,8.80436298745714,8.84613476706221,8.69282151888488,9.17891981181342,9.13051507968656,9.05550226242114
"FBgn0000635",7.42491628381561,8.14595660116596,8.37571764572199,8.15124549109714,8.22693239894003,8.34321261741309,8.43388675005616
"FBgn0000636",7.36700836800343,7.51547904207535,7.5139007816744,7.53742655390517,7.45332535057804,7.31873905517026,7.35185515716609
"FBgn0000662",10.4093246684692,10.4847262775716,10.5027821062586,10.3158044736321,10.3419241752059,10.3270592272917,10.2913462834556
"FBgn0000667",10.5008738201187,10.6075366719655,10.9215080177556,10.8757195323098,10.3875253233391,10.7816646716076,10.7340622402698
"FBgn0000709",11.1056729167786,11.2797371499864,11.5118968102254,11.2968300881577,11.1309648604946,11.1715929014548,11.1885384794202
"FBgn0000711",10.2193033218324,10.3435607025065,10.1459247235624,10.172800674068,10.4542749554287,10.1837877088437,10.1615251185447
"FBgn0000719",11.0785949297027,11.211550349737,11.3810160695201,11.0688921364293,11.0488222109568,11.0416219236731,11.1667250604421
"FBgn0000721",9.93829939107851,10.0823569913092,10.1734731827057,10.0101333862058,10.1290552716298,10.1489690595182,10.1165424092715
"FBgn0000723",10.9458708270446,11.046042089294,11.3033056678931,11.1413121358282,10.9463539768828,11.0807213790457,11.1244240295971
"FBgn0000808",7.91249360612376,8.15828434787847,8.01287030682341,8.16583421344811,8.06573722767036,8.0344617839299,8.08046102125767
"FBgn0000810",8.73100003946595,9.13556065956702,8.65212321081627,8.54512679991049,9.0172716903584,8.69517000957913,8.54594251586573
"FBgn0000826",7.90661385983358,7.8245100612306,7.94368692703017,7.85288615574245,8.01710027951537,8.27945228737163,8.31120115278205
"FBgn0000928",9.59928724327616,9.32806898305174,9.60067783007225,9.53404258880438,9.82715854778885,9.99866111491357,9.90639062026443
"FBgn0000986",11.4343810427933,11.1669253924741,11.3919021513025,11.1353432145914,11.3494443930202,11.4036777031218,11.2620281575648
"FBgn0000996",10.4204036788197,10.6230081299928,10.4714747033797,10.4650117632866,10.349511280291,10.3061613312211,10.247452782902
"FBgn0001078",10.0123796681684,10.3203091680078,10.6609592448414,10.332341587452,10.2342372529927,10.4653815901211,10.3366378160913
"FBgn0001079",9.11786719546826,8.95262035372559,9.08500405368278,9.0132017371299,8.94652684050355,9.07771113736855,9.07213592922628
"FBgn0001083",8.48599638919606,8.06925834753839,8.45891542280404,8.33510140245564,8.29270006480128,8.48442186215393,8.43388675005616
"FBgn0001084",7.49690157681834,7.56863820135856,7.5289705506171,7.59902623547103,7.76187635592861,7.6151846109784,7.73918771082319
"FBgn0001086",10.4368632100376,10.3158674240205,10.3458486973224,10.2397247616775,10.3801374860861,10.3432676133709,10.3121111815359
"FBgn0001087",10.7153022307652,10.7148982908308,10.9569280665169,10.915092398878,10.8232204659655,10.9302205400465,10.9834909006551
"FBgn0001089",7.27233179802801,7.45925666604515,7.45115736405072,7.5246363220386,7.40698908256465,7.46503778785461,7.60815126812326
"FBgn0001091",11.8023669762497,11.5410551976611,11.9138371762488,11.9051394018075,12.1345103311279,12.625321458531,12.6472776889634
"FBgn0001092",13.1760574469831,12.7910101080244,12.9576226028344,13.0926745229352,13.0918547569178,13.4805362215341,13.5508161978965
"FBgn0001098",9.21591184367153,9.44426137788255,9.52582797192615,9.49687576469532,9.13254048508581,9.23365562746183,9.2748062134542
"FBgn0001104",12.7598258558631,12.7630736643123,12.7950477713671,12.6632366969552,12.8703254607984,12.7872627620943,12.8165520285344
"FBgn0001105",11.8840968997128,12.1337840523052,12.0983709313449,12.0475822751922,12.0754295845771,12.1512981071853,12.1531581262271
"FBgn0001108",11.256186072253,11.1926931380041,11.424075208419,11.2968300881577,11.0454369156735,11.240686327226,11.2129650409141
"FBgn0001114",15.2725886828613,15.5540229342815,15.5122234799822,15.485809415572,14.7185016022391,15.0486865373205,15.0477264023204
"FBgn0001122",9.82987523204983,10.1771673276789,9.8706474469366,9.62534499081641,10.7677728011757,10.3076641996166,10.3244270295631
"FBgn0001123",9.92405120272451,10.4579291967428,9.99739109945111,9.87259993156549,10.3760916369197,9.83688867968298,9.92633800941614
"FBgn0001124",10.0793011535425,10.0673116169761,10.285870146084,10.2852385310682,10.7287020374758,10.8210556768795,10.833933308729
"FBgn0001125",11.4644973948749,11.1988918263317,11.42162571464,11.4591776516295,11.035232965735,11.3487048750209,11.3440599275293
"FBgn0001128",8.70936789329565,8.73941891527498,8.8611111546413,8.85176603735463,8.54658152572239,8.48442186215393,8.64013208513424
"FBgn0001133",9.3724490524631,9.17169514648949,9.30664722111061,9.4587007945392,9.09127251261042,9.36514615502883,9.40042966015007
"FBgn0001137",9.85878881195018,9.5263323531656,9.55925224971237,9.68779899233225,8.88366973451039,8.59655072767556,8.6626704797612
"FBgn0001139",11.7228041045396,12.1445196625594,12.2458885148675,12.1300070200922,11.8213569799886,11.9983648939451,12.0432030942096
"FBgn0001142",8.27838116130341,8.99055573992043,9.22523365386715,9.32237346982473,9.1145340756751,9.04135220977348,9.01129067666208
"FBgn0001145",8.4785990226379,9.22213000667466,9.32095263573918,9.23110775874935,9.07780222578026,9.33565257835123,9.31424783547278
"FBgn0001149",11.0492178777283,11.0993078618012,11.0760081925479,11.2589092172844,10.9715490072078,11.0710456861963,11.1598875995753
"FBgn0001168",10.862498533154,11.8637833234296,11.6619220646791,11.5055074531783,11.7183952325758,11.5096562964267,11.5549864867591
"FBgn0001169",10.5918315071115,10.7057273465315,10.7496875057092,10.4650117632866,10.635433625747,10.6123180224321,10.5681638566173
"FBgn0001179",9.99266775495301,10.0725955639129,10.0557124643898,10.0305875555852,10.2094174426167,10.1935820170638,10.1991979877491
"FBgn0001185",9.26245672727134,9.40739399498517,9.20217853198436,9.22131622552349,9.43405124047008,9.14767789761017,9.33629586089184
"FBgn0001186",11.1271992119615,11.4708184413242,11.4650915936753,11.3668939044415,11.3973439788479,11.4518949504577,11.4672880711264
"FBgn0001189",10.5654771304537,10.4370595073188,10.479365881428,10.4249441518633,10.5872983187281,10.7333705372043,10.6583739161872
"FBgn0001197",11.6401663642007,11.5947742814897,11.527166580652,11.6307346273536,11.9278199055737,11.9343769163114,11.9525538240772
"FBgn0001202",9.87774281624574,9.68434563489586,9.73148663365211,9.8684682353191,9.81720317478586,9.66612762946602,9.73172701044764
"FBgn0001203",8.35818922142649,9.06957876192437,9.34913172044196,9.16107299960471,9.08118213689883,9.07771113736855,9.23715566068334
"FBgn0001205",9.24360326362528,8.89976692820971,9.3173899866503,9.17807101082347,9.02256555821749,9.27161366084062,9.22832064303048
"FBgn0001206",9.33146677608019,9.4265431786568,9.35608870111974,9.32845309688832,9.73599987620891,9.79877222167373,9.73790907983236
"FBgn0001215",12.7104497105535,12.6388901078166,12.8135248605302,12.6345384982299,12.4237293837752,12.5802014650898,12.6580895191433
"FBgn0001218",14.7449239050611,14.9853003952182,14.899492099853,14.982127760286,14.7638487756116,14.9003332734251,15.0415475710672
"FBgn0001219",16.3238316204273,16.1685398723812,16.2587648944088,16.452642961484,16.1265527026919,16.6166912870634,16.6639148394388
"FBgn0001220",12.7373740810552,12.5095170452628,12.5056222754288,12.5956739505271,12.5914901572084,12.6582586053185,12.6535043910151
"FBgn0001222",10.2150633378372,10.30694236774,10.2894687432058,10.2524256216461,10.2342372529927,10.123568483259,10.2315481213646
"FBgn0001224",8.88714873529068,8.86097529927554,8.79498406952722,9.12994141389277,10.086698990961,10.0135025539053,10.2286372624491
"FBgn0001225",8.60575890538824,8.50931366263026,8.61090144631741,8.8037987759168,9.53514916122018,9.60594357129015,9.77444587631143
"FBgn0001226",9.27694626196567,9.63292892300754,9.71275423137807,10.0157409657155,11.0543063812564,11.224118220731,11.3359965125891
"FBgn0001230",8.12152607479069,8.41021978808941,8.42489819387631,8.36639556968427,8.30182149905284,8.40393829091619,8.49111644149943
"FBgn0001233",15.377076339477,15.219684042311,15.4227112157367,15.5274951164775,15.4726236509036,15.6536871320572,15.5780452789095
"FBgn0001234",10.0000917107413,10.3037413108092,10.6498219726628,10.1711285809401,10.4796254777294,9.83688867968298,9.87873086223904
"FBgn0001247",10.3497109091471,10.4931741620724,10.3664315798142,10.3837238156402,10.6229819736631,10.5362555492946,10.5273579575758
"FBgn0001248",11.5888617115843,11.3074078473203,11.4777224426996,11.5914352869488,11.4491527097289,11.8230780607467,11.8031989893049
"FBgn0001257",12.1889078452168,12.9534376123824,12.7887302448948,12.744658308055,13.2911810245542,13.329386376078,13.4402399158819
"FBgn0001258",10.2558764764801,10.2042191831885,10.2876705759695,10.3851651289976,10.9472614421877,11.2105648522001,11.2527768228432
"FBgn0001276",8.20242711938264,8.38229098328651,8.0032319116363,8.3030194997767,8.25867971530337,8.14859838554112,8.16224612084981
"FBgn0001280",9.41972419665859,9.43955833772376,9.11833059044988,9.29157215855619,9.64985965085486,9.38254865478763,9.52052299869897
"FBgn0001291",10.3622170075645,10.5444685801602,10.4555608166762,10.4361096418226,10.3047936798834,10.3505748339768,10.453339812938
"FBgn0001296",7.3867249934024,7.62892908410088,7.76796600128624,7.65711479209535,7.44684530064843,7.67171768488963,7.77648206293982
"FBgn0001297",13.3921933108275,13.6441002611647,13.8168515968858,13.5593150526045,13.2023293737586,13.2641941306334,13.2291836144106
"FBgn0001301",10.3669981113912,10.103157524872,10.3715314034071,10.2429105669831,10.4180136179715,10.4518634196632,10.3594222835975
"FBgn0001308",11.9913752178202,11.9868166959245,12.2863668709758,12.1092952284098,11.7674633591506,12.0591885227573,12.0673362330535
"FBgn0001316",13.4077648954372,13.560281801026,13.7187549405146,13.4808873888474,13.5957122284887,13.7583854575318,13.7481247931187
"FBgn0001324",11.3607627468264,11.2962106145046,11.5332294547554,11.3871216395092,11.2195976453062,11.4787398392195,11.3778344659607
"FBgn0001330",9.31553317513683,9.14867783760883,9.30664722111061,9.21475004737134,9.16945050311868,9.19133179597886,9.09509130323287
"FBgn0001332",10.4404953504551,10.5104769660766,10.6371883805443,10.5406442695559,10.1006849860291,10.1115584570016,10.048774314834
"FBgn0001337",9.6507188286316,9.68533536023551,9.71544550068817,9.53404258880438,9.75073344323585,9.78583587821223,9.7399637920196
"FBgn0001341",9.12017425260402,9.00028176448247,8.88082640257194,8.85604374087897,9.00662240709802,9.01155782093161,8.81063747226333
"FBgn0001404",10.4074698087168,10.5834849930426,10.4746363891155,10.2301245379222,10.7175690391516,10.5208057380202,10.5875727403089
"FBgn0001491",8.78801994810905,8.95094692013737,8.49206502211339,8.66358112060388,8.8340416365336,8.54966123762666,8.53121582609402
"FBgn0001565",11.2608052656376,11.0792835445819,11.3139125880319,11.4632660128548,11.1092444331166,11.1641667034207,11.2413083382053
"FBgn0001612",10.0221343257355,9.70303310853437,9.77081277684273,9.80932648789868,10.0379231301465,9.91810055717254,9.91003828057807
"FBgn0001624",12.5929590304301,12.7322154389836,12.7830207148569,12.5139979699065,12.479759121056,12.4516982113937,12.470259955788
"FBgn0001941",11.8305885360464,11.7815609880052,11.4753625799181,11.5342915326703,11.5555425126761,11.3450615948186,11.41594361738
"FBgn0001942",15.8053700168194,15.7210702391073,15.9048227133225,16.0760536917147,15.4086753661495,15.7639743728759,15.8079249333845
"FBgn0001961",12.6668767768729,12.5031366386861,12.8738576051284,12.9233409199931,12.3871338995237,12.863543729674,12.861445449425
